time,velocity-x,velocity-y,velocity-z,YPR-Yaw,YPR-Pitch,YPR-Roll,UncompAccel-x,UncompAccel-y,UncompAccel-z,UncompMag-x,UncompMag-y,UncompMag-z,UncompGyro-x,UncompGyro-y,UncompGyro-z,Temp,Pres,DeltaTheta-x,DeltaTheta-y,DeltaTheta-z,DeltaV-x,DeltaV-y,DeltaV-z,Accel-x,Accel-y,Accel-z,Mag-x,Mag-y,Mag-z,Gyro-x,Gyro-y,Gyro-z,MagNed-x,MagNed-y,MagNed-z
2018-05-01 10:47:05.731959,0.0, 0.0, 0.0,0.0, 0.0, 0.0,1.1439627408981323, 0.20167702436447144, 9.502263069152832,-0.20500409603118896, 0.017075052484869957, -0.19480000436306,0.0002092898648697883, -0.0020044934935867786, 0.008020825684070587,31.303577423095703,100.8010025024414,0.07999999821186066, 0.0034259732346981764, 0.0003173883887939155, 0.03280780091881752,0.0899963453412056, 0.017143283039331436, 0.7589358687400818,1.1439627408981323, 0.20167702436447144, 9.502263069152832,-0.20500409603118896, 0.017075052484869957, -0.19480000436306,-0.0005670608952641487, -0.0019874153658747673, 0.0008644848130643368,0.18185527622699738, 0.005041345488280058, 0.2171831578016281
