time,velocity-x,velocity-y,velocity-z,YPR-Yaw,YPR-Pitch,YPR-Roll,UncompAccel-x,UncompAccel-y,UncompAccel-z,UncompMag-x,UncompMag-y,UncompMag-z,UncompGyro-x,UncompGyro-y,UncompGyro-z,Temp,Pres,DeltaTheta-x,DeltaTheta-y,DeltaTheta-z,DeltaV-x,DeltaV-y,DeltaV-z,Accel-x,Accel-y,Accel-z,Mag-x,Mag-y,Mag-z,Gyro-x,Gyro-y,Gyro-z,MagNed-x,MagNed-y,MagNed-z
2018-05-01 10:45:39.855481,0.0, 0.0, 0.0,0.0, 0.0, 0.0,1.1366326808929443, 0.2242463082075119, 9.533509254455566,-0.20385555922985077, 0.0207379013299942, -0.1921444535255432,0.0016296973917633295, 0.002785380929708481, 0.005460236221551895,31.300655364990234,100.78400421142578,0.07999999821186066, 0.004170168656855822, -0.0006706302519887686, 0.03182427957653999,0.08994802832603455, 0.017351210117340088, 0.7598584294319153,1.1366326808929443, 0.2242463082075119, 9.533509254455566,-0.20385555922985077, 0.0207379013299942, -0.1921444535255432,0.0008527737227268517, 0.002814163686707616, -0.0016713207587599754,0.1813800036907196, 0.00842574704438448, 0.2143290936946869
