time,velocity-x,velocity-y,velocity-z,YPR-Yaw,YPR-Pitch,YPR-Roll,UncompAccel-x,UncompAccel-y,UncompAccel-z,UncompMag-x,UncompMag-y,UncompMag-z,UncompGyro-x,UncompGyro-y,UncompGyro-z,Temp,Pres,DeltaTheta-x,DeltaTheta-y,DeltaTheta-z,DeltaV-x,DeltaV-y,DeltaV-z,Accel-x,Accel-y,Accel-z,Mag-x,Mag-y,Mag-z,Gyro-x,Gyro-y,Gyro-z,MagNed-x,MagNed-y,MagNed-z
2018-05-01 10:59:03.828244,0.0, 0.0, 0.0,0.0, 0.0, 0.0,1.1306772232055664, 0.20668506622314453, 9.51941204071045,-0.20492476224899292, 0.019719671458005905, -0.19080515205860138,0.0010013439459726214, 0.0006711438181810081, 0.006257855333387852,31.005229949951172,100.8060073852539,0.07999999821186066, 0.0034139060880988836, -0.0014682902256026864, 0.0320793054997921,0.09089796245098114, 0.017397919669747353, 0.7588030099868774,1.1306772232055664, 0.20668506622314453, 9.51941204071045,-0.20492476224899292, 0.019719671458005905, -0.19080515205860138,0.0002231170074082911, 0.0007313794922083616, -0.0006684889085590839,0.18225553631782532, 0.007226863875985146, 0.21335497498512268
